RGBController,Category,Type,Name,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"MSI GPU","GPU","I2C","MSI GeForce RTX 3070 8GB Suprim X","10DE","2484","1462","3901","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3070 8GB Suprim X LHR","10DE","2488","1462","3901","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3070 Ti 8GB Gaming X Trio","10DE","2482","1462","5052","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3070 Ti Suprim X 8G","10DE","2482","1462","5051","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 10GB Gaming Z Trio","10DE","2206","1462","389B","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 10GB Gaming Z Trio LHR","10DE","2216","1462","389B","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 10GB Gaming X Trio","10DE","2206","1462","3892","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 Suprim X 10G","10DE","2206","1462","3897","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 Suprim X 10G LHR","10DE","2216","1462","3897","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 Suprim X 12G LHR","10DE","220A","1462","3897","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 12GB Gaming Z Trio LHR","10DE","220A","1462","389B","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 Ti Gaming X Trio 12G","10DE","2208","1462","389B","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3080 Ti Suprim X 12G","10DE","2208","1462","3897","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3090 24GB Gaming X Trio","10DE","2204","1462","3884","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3090 Suprim X 24G","10DE","2204","1462","3882","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3090 Ti Suprim X 24G","10DE","2203","1462","5090","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3090 Ti Gaming X Trio 24G","10DE","2203","1462","5091","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6600 XT Gaming X","1002","73FF","1462","5020","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6700 XT Gaming X","1002","73FF","1462","3981","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6800 Gaming X Trio","1002","73BF","1462","3961","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6800 XT Gaming X Trio","1002","73BF","1462","3951","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6800 XT Gaming Z Trio","1002","73BF","1462","3953","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6900 XT Gaming X Trio","1002","73BF","1462","3952","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6900 XT Gaming Z Trio","1002","73AF","1462","3955","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6950 XT Gaming X Trio","1002","73BF","1462","3955","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI Radeon RX 6950 XT Gaming X Trio","1002","73A5","1462","3955","✔️","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_1720","1462","1720","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B12","1462","7B12","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B16","1462","7B16","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B17","1462","7B17","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B18","1462","7B18","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B50","1462","7B50","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B85","1462","7B85","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7B93","1462","7B93","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C34","1462","7C34","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C35","1462","7C35","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C36","1462","7C36","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C37","1462","7C37","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C56","1462","7C56","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C59","1462","7C59","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C60","1462","7C60","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C67","1462","7C67","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C71","1462","7C71","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C73","1462","7C73","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C75","1462","7C75","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C76","1462","7C76","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C77","1462","7C77","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C79","1462","7C79","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C80","1462","7C80","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C81","1462","7C81","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C83","1462","7C83","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C84","1462","7C84","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C86","1462","7C86","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C87","1462","7C87","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C90","1462","7C90","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C91","1462","7C91","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C92","1462","7C92","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C94","1462","7C94","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C95","1462","7C95","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7C98","1462","7C98","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D06","1462","7D06","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D07","1462","7D07","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D08","1462","7D08","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D09","1462","7D09","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D13","1462","7D13","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D15","1462","7D15","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D17","1462","7D17","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D18","1462","7D18","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D19","1462","7D19","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D20","1462","7D20","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D25","1462","7D25","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D27","1462","7D27","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D28","1462","7D28","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D29","1462","7D29","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D30","1462","7D30","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D31","1462","7D31","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D32","1462","7D32","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D36","1462","7D36","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D38","1462","7D38","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D41","1462","7D41","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D42","1462","7D42","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D43","1462","7D43","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D50","1462","7D50","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D51","1462","7D51","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D52","1462","7D52","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D53","1462","7D53","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D54","1462","7D54","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D59","1462","7D59","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D67","1462","7D67","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D69","1462","7D69","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D77","1462","7D77","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7D91","1462","7D91","","","🤖","✔️","✔️",""
"MSI Mystic Light (162 Byte)","Motherboard","USB","MSI Mystic Light MS_7E06","1462","7E06","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_1720","1462","1720","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B12","1462","7B12","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B16","1462","7B16","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B17","1462","7B17","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B18","1462","7B18","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B50","1462","7B50","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B85","1462","7B85","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7B93","1462","7B93","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C34","1462","7C34","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C35","1462","7C35","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C36","1462","7C36","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C37","1462","7C37","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C56","1462","7C56","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C59","1462","7C59","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C60","1462","7C60","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C67","1462","7C67","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C71","1462","7C71","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C73","1462","7C73","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C75","1462","7C75","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C76","1462","7C76","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C77","1462","7C77","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C79","1462","7C79","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C80","1462","7C80","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C81","1462","7C81","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C83","1462","7C83","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C84","1462","7C84","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C86","1462","7C86","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C87","1462","7C87","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C90","1462","7C90","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C91","1462","7C91","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C92","1462","7C92","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C94","1462","7C94","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C95","1462","7C95","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7C98","1462","7C98","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D06","1462","7D06","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D07","1462","7D07","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D08","1462","7D08","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D09","1462","7D09","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D13","1462","7D13","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D15","1462","7D15","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D17","1462","7D17","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D18","1462","7D18","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D19","1462","7D19","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D20","1462","7D20","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D25","1462","7D25","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D27","1462","7D27","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D28","1462","7D28","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D29","1462","7D29","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D30","1462","7D30","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D31","1462","7D31","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D32","1462","7D32","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D36","1462","7D36","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D38","1462","7D38","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D41","1462","7D41","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D42","1462","7D42","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D43","1462","7D43","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D50","1462","7D50","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D51","1462","7D51","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D52","1462","7D52","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D53","1462","7D53","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D54","1462","7D54","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D59","1462","7D59","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D67","1462","7D67","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D69","1462","7D69","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D77","1462","7D77","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7D91","1462","7D91","","","🤖","✔️","✔️",""
"MSI Mystic Light (185 Byte)","Motherboard","USB","MSI Mystic Light MS_7E06","1462","7E06","","","🤖","✔️","✔️",""
"MSI GL66 Mystic Light Keyboard (64 Byte)","Keyboard","USB","MSI Mystic Light MS_1562","1462","1562","","","🤖","","✔️",""
"MSI GL66 Mystic Light Keyboard (64 Byte)","Keyboard","USB","MSI Mystic Light MS_1563","1462","1563","","","🤖","","✔️",""
"MSI GL66 Mystic Light Keyboard (64 Byte)","Keyboard","USB","MSI Mystic Light MS_1564","1462","1564","","","🤖","","✔️",""
"MSI Optix","LEDStrip","USB","MSI Optix controller","1462","3FA4","","","❌","✔️","❌",""
"MSI Vigor GK30","Keyboard","USB","MSI Vigor GK30 controller","0DB0","0B30","","","🤖","❌","✔️","This device does only support 7 different colors"
"N5312A mouse","Mouse","USB","N5312A USB Optical Mouse","4E53","5406","","","❌","✔️","✔️","This controller should work with all mouse with this chip.
Identified devices that work with this controller: ANT Esports KM540 Mouse,
Marvo M115"
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2","1E71","2001","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2 Ambient","1E71","2002","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2 Motherboard","1E71","2005","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2 Motherboard","1E71","200B","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2 Ambient","1E71","2002","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2 Motherboard","1E71","2005","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Hue 2 Motherboard","1E71","200B","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Smart Device V2","1E71","2006","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Smart Device V2","1E71","200D","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Smart Device V2","1E71","200F","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT Kraken X3","1E71","2007","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT RGB & Fan Controller","1E71","2009","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT RGB & Fan Controller","1E71","2010","","","🤖","✔️","✔️",""
"NZXT Hue2","LEDStrip","USB","NZXT RGB & Fan Controller","1E71","200E","","","🤖","✔️","✔️",""
"NZXT Kraken","Cooler","USB","NZXT Kraken X2","1E71","170E","","","❌","✔️","✔️",""
"NZXT Kraken","Cooler","USB","NZXT Kraken M2","1E71","1715","","","❌","✔️","✔️",""
"NVidia ESA","Case","USB","Nvidia ESA - Dell XPS 730x","0955","000A","","","❌","❌","✔️",""
"Openrazer","Keyboard
Mouse
Mousemat
HeadsetStand","USB","","","","","","❌","✔️","✔️","The Openrazer controller has been deprecated in favour of
the in built Razer controller."
"Openrazer Windows","Keyboard
Mouse
Mousemat
HeadsetStand","USB","","","","","","❌","✔️","✔️","The Openrazer controller has been deprecated in favour of
the in built Razer controller."
"PNY GPU","GPU","I2C","PNY XLR8 Revel EPIC-X RTX 3060","10DE","2503","196E","138E","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","PNY XLR8 Revel EPIC-X RTX 3070","10DE","2484","196E","136E","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","PNY XLR8 Revel EPIC-X RTX 3080","10DE","2206","196E","136B","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","PNY XLR8 Revel EPIC-X RTX 3090","10DE","2204","196E","136A","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","PNY XLR8 OC EDITION RTX 2060","10DE","1E89","196E","1363","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3060","10DE","2503","1569","2503","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3060 LHR","10DE","2504","1569","2504","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3060Ti","10DE","2486","1569","2486","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3060TI LHR","10DE","2489","1569","2489","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3070","10DE","2484","1569","2484","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3070 LHR","10DE","2488","1569","2488","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3070Ti GamingPro","10DE","2482","1569","2482","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3070Ti","10DE","2482","1569","F278","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3080","10DE","2206","1569","2206","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3080 LHR","10DE","2216","1569","2216","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3080Ti","10DE","2208","1569","2208","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3080Ti Gamerock","10DE","2208","1569","F278","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit 3090","10DE","2204","1569","2204","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","Palit GeForce RTX 3060 Ti Dual","10DE","2486","10DE","2486","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","NVIDIA RTX2080S","10DE","1E81","10DE","1E81","❌","✔️","✔️",""
"PNY GPU","GPU","I2C","NVIDIA RTX2060S","10DE","1F08","10DE","1F08","❌","✔️","✔️",""
"Patriot Viper","RAM","I2C","","","","","","❌","✔️","✔️",""
"Patriot Viper Steel","RAM","I2C","","","","","","❌","✔️","✔️",""
"Quantum Mechanical Keyboard (QMK)","Keyboard","USB","","","","","","❌","✔️","✔️","Please see [the github page](https://github.com/qmk/qmk_firmware#supported-keyboards) for the up to date list of
keyboards supported by the QMK controller."
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow 2019","1532","0241","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow Chroma","1532","0203","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow Chroma Tournament Edition","1532","0209","","","🤖","✔️","✔️",""
"Razer","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer Blackwidow Chroma V2","1532","0221","","","🤖","✔️","✔️",""
